"TIP_SUBJECT_OFFERED_KEY","TERM_CODE","IS_NO_COURSE_MATERIAL","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"001320001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.32","1.32","1","  1","Civil and Environmental Eng","1.32","  1.32","Int:Engineering Geology","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001320001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.32","1.32","1","  1","Civil and Environmental Eng","1.32","  1.32","Int:Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",18,28-OCT-24
"001320001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.32","1.32","1","  1","Civil and Environmental Eng","1.32","  1.32","Intro Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",13,28-OCT-24
"001320001998SP","1998SP","","1","  1","Civil and Environmental Eng","1.32","1.32","1","  1","Civil and Environmental Eng","1.32","  1.32","Intro Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",12,28-OCT-24
"001320001999SP","1999SP","","1","  1","Civil and Environmental Eng","1.32","1.32","1","  1","Civil and Environmental Eng","1.32","  1.32","Intro Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",9,28-OCT-24
"001320002000SP","2000SP","","1","  1","Civil and Environmental Eng","1.32","1.32","1","  1","Civil and Environmental Eng","1.32","  1.32","Intro Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",6,28-OCT-24
"001340001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Culligan, Patricia","900005381",24,28-OCT-24
"001340001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Culligan, Patricia","900005381",28,28-OCT-24
"001340001998SP","1998SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Culligan, Patricia","900005381",9,28-OCT-24
"001340001999SP","1999SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Culligan, Patricia","900005381",23,28-OCT-24
"001340002000SP","2000SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Culligan, Patricia","900005381",18,28-OCT-24
"001340002001SP","2001SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Culligan, Patricia","900005381",14,28-OCT-24
"001340002002SP","2002SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",14,28-OCT-24
"001340002003SP","2003SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",20,28-OCT-24
"001340002004SP","2004SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",8,28-OCT-24
"001340002005SP","2005SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",6,28-OCT-24
"001340002006SP","2006SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",12,28-OCT-24
"001340002007SP","2007SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",7,28-OCT-24
"001340002008SP","2008SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",14,28-OCT-24
"001340002009SP","2009SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",17,28-OCT-24
"001340002010SP","2010SP","N","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",8,28-OCT-24
"001340002011SP","2011SP","Y","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",7,28-OCT-24
"001340002012SP","2012SP","Y","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",14,28-OCT-24
"001340002013SP","2013SP","Y","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",10,28-OCT-24
"001340002014SP","2014SP","Y","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",10,28-OCT-24
"001340002015SP","2015SP","","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",10,28-OCT-24
"001370001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",5,28-OCT-24
"001370001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",11,28-OCT-24
"001370001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",6,28-OCT-24
"001370001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",8,28-OCT-24
"001370001999FA","1999FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",10,28-OCT-24
"001370002000FA","2000FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",6,28-OCT-24
"001370002001FA","2001FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",4,28-OCT-24
"001370002002FA","2002FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",8,28-OCT-24
"001370002003FA","2003FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",4,28-OCT-24
"001370002004FA","2004FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",6,28-OCT-24
"001370002005FA","2005FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",4,28-OCT-24
"001370002006FA","2006FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",5,28-OCT-24
"001370002007FA","2007FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",4,28-OCT-24
"001370002008FA","2008FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotechnical Measure & Explor","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",7,28-OCT-24
"001370002009FA","2009FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",9,28-OCT-24
"001370002010FA","2010FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",7,28-OCT-24
"001370002011FA","2011FA","N","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",4,28-OCT-24
"001370002012FA","2012FA","N","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",4,28-OCT-24
"001370002013FA","2013FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",9,28-OCT-24
"001370002014FA","2014FA","","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",5,28-OCT-24
"001370002015FA","2015FA","Y","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",2,28-OCT-24
"001370002016FA","2016FA","Y","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",2,28-OCT-24
"001380001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",6,28-OCT-24
"001380001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",11,28-OCT-24
"001380001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",7,28-OCT-24
"001380001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",5,28-OCT-24
"001380001999FA","1999FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",10,28-OCT-24
"001380002000FA","2000FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",8,28-OCT-24
"001380002001FA","2001FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",9,28-OCT-24
"001380002002FA","2002FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",6,28-OCT-24
"001380002003FA","2003FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",12,28-OCT-24
"001380002004FA","2004FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",6,28-OCT-24
"001380002005FA","2005FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",2,28-OCT-24
"001380002007FA","2007FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",12,28-OCT-24
"001380002008FA","2008FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",6,28-OCT-24
"001380002009FA","2009FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",8,28-OCT-24
"001380002010FA","2010FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",10,28-OCT-24
"001380002011FA","2011FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",10,28-OCT-24
"001380002012FA","2012FA","Y","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",8,28-OCT-24
"001380002013FA","2013FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",10,28-OCT-24
"001380002014FA","2014FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",3,28-OCT-24
"001380002015FA","2015FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",5,28-OCT-24
"001380002016FA","2016FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",6,28-OCT-24
"001380002017FA","2017FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",5,28-OCT-24
"001380002018FA","2018FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",5,28-OCT-24
"001380002019FA","2019FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",5,28-OCT-24
"001380002020FA","2020FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",3,28-OCT-24
"001380002021FA","2021FA","Y","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",2,28-OCT-24
"001380002022FA","2022FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",3,28-OCT-24
"001380002023FA","2023FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",2,28-OCT-24
"001380002024FA","2024FA","","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",2,28-OCT-24
"001380002025FA","2025FA","N","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",2,28-OCT-24
"001390001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Ladd, Charles","900014781",1,28-OCT-24
"001390001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Ladd, Charles","900014781",1,28-OCT-24
"001390001995SU","1995SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Ladd, Charles","900014781",0,28-OCT-24
"001390001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Ladd, Charles","900014781",0,28-OCT-24
"001390001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Ladd, Charles","900014781",1,28-OCT-24
"001390001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Ladd, Charles","900014781",0,28-OCT-24
"001390001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Ladd, Charles","900014781",1,28-OCT-24
"001390001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Ladd, Charles","900014781",0,28-OCT-24
"001390001998SP","1998SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",4,28-OCT-24
"001390001998SU","1998SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",1,28-OCT-24
"001390001999FA","1999FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001390001999SP","1999SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",9,28-OCT-24
"001390001999SU","1999SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002000FA","2000FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",1,28-OCT-24
"001390002000SP","2000SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001390002000SU","2000SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002001FA","2001FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001390002001SP","2001SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",9,28-OCT-24
"001390002001SU","2001SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002002FA","2002FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001390002002SP","2002SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001390002002SU","2002SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002003FA","2003FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001390002003SP","2003SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001390002003SU","2003SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002004FA","2004FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002004SP","2004SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002004SU","2004SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002005FA","2005FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002005SP","2005SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002005SU","2005SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002006FA","2006FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002006SP","2006SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002006SU","2006SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002007FA","2007FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
