"TIP_SUBJECT_OFFERED_KEY","TERM_CODE","IS_NO_COURSE_MATERIAL","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"001390002007SP","2007SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002007SU","2007SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002008FA","2008FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002008SP","2008SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002008SU","2008SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies-Geotechnical Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002009FA","2009FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002009SP","2009SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002009SU","2009SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002010FA","2010FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002010SP","2010SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002010SU","2010SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002011FA","2011FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002011SP","2011SP","Y","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002011SU","2011SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Studies in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002012FA","2012FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002012SP","2012SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002012SU","2012SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002013FA","2013FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002013SP","2013SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002013SU","2013SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002014FA","2014FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002014SP","2014SP","Y","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002014SU","2014SU","Y","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002015FA","2015FA","Y","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002015SP","2015SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002015SU","2015SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001390002016FA","2016FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002016SP","2016SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002016SU","2016SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002017FA","2017FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002018FA","2018FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002018SP","2018SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002018SU","2018SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002019FA","2019FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002019SP","2019SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002019SU","2019SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002020FA","2020FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002020SP","2020SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002020SU","2020SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002021FA","2021FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002021SP","2021SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002021SU","2021SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002022FA","2022FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002022SP","2022SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002022SU","2022SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002023FA","2023FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002023SP","2023SP","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",1,28-OCT-24
"001390002023SU","2023SU","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002024FA","2024FA","","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002024SP","2024SP","Y","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002024SU","2024SU","Y","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001390002025FA","2025FA","Y","1","  1","Civil and Environmental Eng","1.39","1.39","1","  1","Civil and Environmental Eng","1.39","  1.39","Ind Study in Geotechnical Engr","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",0,28-OCT-24
"001400001992FA","1992FA","","1","  1","Civil and Environmental Eng","1.40","1.40","1","  1","Civil and Environmental Eng","1.40","  1.40","Project Management","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001400001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.40","1.40","1","  1","Civil and Environmental Eng","1.40","  1.40","Project Management","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001400001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.40","1.40","1","  1","Civil and Environmental Eng","1.40","  1.40","Project Management","1","Civil and Environmental Eng","Engineering","","",13,28-OCT-24
"001400001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.40","1.40","1","  1","Civil and Environmental Eng","1.40","  1.40","Project Management","1","Civil and Environmental Eng","Engineering","Slaughter, Sarah","900040859",7,28-OCT-24
"001400001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.40","1.40","1","  1","Civil and Environmental Eng","1.40","  1.40","Project Management","1","Civil and Environmental Eng","Engineering","Slaughter, Sarah","900040859",10,28-OCT-24
"001400001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.40","1.40","1","  1","Civil and Environmental Eng","1.40","  1.40","Project Management","1","Civil and Environmental Eng","Engineering","Slaughter, Sarah","900040859",11,28-OCT-24
"001400001999FA","1999FA","","1","  1","Civil and Environmental Eng","1.40","1.40","1","  1","Civil and Environmental Eng","1.40","  1.40","Project Management","1","Civil and Environmental Eng","Engineering","Slaughter, Sarah","900040859",18,28-OCT-24
"001420001995FA","1995FA","","4","  4","Architecture","4.42","4.42","1","  1","Civil and Environmental Eng","1.42","  1.42","Energy Fundamental:Build","1","Civil and Environmental Eng","Engineering","Glicksman, Leon","900026100",8,28-OCT-24
"001420001996FA","1996FA","","4","  4","Architecture","4.42","4.42","1","  1","Civil and Environmental Eng","1.42","  1.42","Fundamentals of Energy: Buildg","1","Civil and Environmental Eng","Engineering","Glicksman, Leon","900026100",1,28-OCT-24
"001420001997FA","1997FA","","4","  4","Architecture","4.42","4.42","1","  1","Civil and Environmental Eng","1.42","  1.42","Fundamentals of Energy: Buildg","1","Civil and Environmental Eng","Engineering","Glicksman, Leon","900026100",1,28-OCT-24
"001420001997SP","1997SP","","4","  4","Architecture","4.42","4.42","1","  1","Civil and Environmental Eng","1.42","  1.42","Fundamentals of Energy: Buildg","1","Civil and Environmental Eng","Engineering","Caso, Renee","900018588",0,28-OCT-24
